               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.035306,            0.013903,                   0,           0.0023333,                 0.7,            0.026805,            0.006513,            0.076815,            0.011088,                   0,            0.030003,           0.0050025,           0.0050025
                  38,            0.030378,            0.016039,                   0,           0.0026667,                 0.8,            0.024056,           0.0053958,            0.071919,             0.01154,                   0,            0.028067,           0.0050666,           0.0050666
                  39,            0.037993,            0.014188,                   0,           0.0026667,                 0.8,            0.018207,            0.006048,            0.077662,             0.01094,                   0,            0.026127,           0.0051271,           0.0051271
                  40,             0.03028,            0.014519,                   0,           0.0026667,                 0.8,            0.022044,           0.0070042,            0.071989,            0.011481,                   0,            0.024184,            0.005184,            0.005184
                  41,            0.034204,            0.014591,                   0,           0.0033333,                   1,            0.035824,            0.013725,            0.076029,            0.011048,                   0,            0.022237,           0.0052373,           0.0052373
                  42,             0.03048,            0.014079,                   0,           0.0023333,                 0.7,            0.026151,           0.0071677,            0.071473,            0.011422,                   0,            0.020287,            0.005287,            0.005287
                  43,            0.029061,            0.013942,                   0,           0.0026667,                 0.8,            0.017744,           0.0058021,             0.07539,            0.011047,                   0,            0.018333,           0.0053331,           0.0053331
                  44,            0.028782,            0.016032,                   0,           0.0026667,                 0.8,            0.016572,           0.0062332,            0.074293,            0.011213,                   0,            0.016376,           0.0053756,           0.0053756
                  45,            0.033219,            0.013744,                   0,           0.0026667,                 0.8,            0.019213,           0.0053299,            0.071325,            0.011405,                   0,            0.014414,           0.0054145,           0.0054145
                  46,            0.030888,            0.013581,                   0,               0.003,                 0.9,            0.020128,           0.0094371,            0.074118,            0.011146,                   0,             0.01245,           0.0054498,           0.0054498
                  47,            0.029282,            0.014498,                   0,               0.003,                 0.9,            0.035775,           0.0060219,            0.070612,            0.011405,                   0,            0.010482,           0.0054815,           0.0054815
                  48,            0.029371,            0.013179,                   0,               0.003,                 0.9,            0.035929,            0.011377,            0.072078,            0.011178,                   0,           0.0085096,           0.0055096,           0.0055096
                  49,            0.031588,            0.013045,                   0,           0.0026667,                 0.8,            0.025914,             0.01013,            0.069312,            0.011418,                   0,           0.0065341,           0.0055341,           0.0055341
                  50,            0.023856,            0.015253,                   0,           0.0033333,                   1,            0.046314,            0.023003,            0.070851,            0.011345,                   0,              0.0055,              0.0055,              0.0055
                  51,            0.032325,            0.013822,                   0,               0.003,                 0.9,            0.030449,            0.010739,            0.071707,            0.011217,                   0,              0.0055,              0.0055,              0.0055
                  52,            0.025834,            0.013706,                   0,           0.0026667,                 0.8,            0.049356,            0.024719,               0.069,            0.011297,                   0,             0.00541,             0.00541,             0.00541
                  53,            0.026177,            0.014581,                   0,           0.0026667,                 0.8,            0.049977,            0.013564,            0.071251,            0.011154,                   0,             0.00532,             0.00532,             0.00532
                  54,            0.024581,            0.013629,                   0,               0.003,                 0.9,            0.050466,            0.024554,            0.068134,            0.011381,                   0,             0.00523,             0.00523,             0.00523
                  55,            0.022926,             0.01282,                   0,               0.003,                 0.9,             0.05305,             0.02096,            0.069603,            0.011115,                   0,             0.00514,             0.00514,             0.00514
                  56,            0.024864,            0.014411,                   0,               0.003,                 0.9,            0.063136,            0.030661,            0.069302,            0.011273,                   0,             0.00505,             0.00505,             0.00505
                  57,            0.023596,             0.01486,                   0,               0.003,                 0.9,            0.060927,            0.019344,            0.069889,            0.011116,                   0,             0.00496,             0.00496,             0.00496
                  58,            0.024742,            0.011904,                   0,               0.003,                 0.9,            0.072463,            0.034864,            0.068526,            0.011182,                   0,             0.00487,             0.00487,             0.00487
                  59,            0.022061,            0.014591,                   0,           0.0026667,                 0.8,            0.069765,            0.026969,            0.067814,            0.011144,                   0,             0.00478,             0.00478,             0.00478
                  60,            0.018924,            0.013869,                   0,           0.0026667,                 0.8,            0.048933,            0.022635,            0.066386,            0.011302,                   0,             0.00469,             0.00469,             0.00469
                  61,            0.016779,            0.012087,                   0,           0.0026667,                 0.8,            0.051804,            0.021545,            0.067102,            0.011054,                   0,              0.0046,              0.0046,              0.0046
                  62,            0.019762,            0.013002,                   0,               0.003,                 0.9,            0.053785,            0.019413,            0.068732,            0.011134,                   0,             0.00451,             0.00451,             0.00451
                  63,            0.015491,            0.012078,                   0,           0.0026667,                 0.8,            0.052108,            0.023335,            0.067376,            0.011084,                   0,             0.00442,             0.00442,             0.00442
                  64,            0.020266,            0.014284,                   0,           0.0026667,                 0.8,            0.076437,            0.040604,            0.065413,            0.011378,                   0,             0.00433,             0.00433,             0.00433
                  65,            0.018263,            0.014743,                   0,               0.003,                 0.9,            0.089688,            0.041159,            0.068453,            0.010883,                   0,             0.00424,             0.00424,             0.00424
                  66,            0.018351,            0.014002,                   0,           0.0044368,                 0.8,            0.089533,            0.045815,            0.066314,            0.011193,                   0,             0.00415,             0.00415,             0.00415
                  67,            0.019184,            0.012484,                   0,           0.0034601,                 0.9,            0.090223,            0.035592,            0.067222,            0.010913,                   0,             0.00406,             0.00406,             0.00406
                  68,            0.016081,            0.013327,                   0,           0.0044051,                 0.8,            0.090467,            0.053338,            0.066922,             0.01118,                   0,             0.00397,             0.00397,             0.00397
                  69,            0.015755,             0.01319,                   0,            0.015351,                 0.6,             0.10075,            0.047732,            0.068767,            0.010789,                   0,             0.00388,             0.00388,             0.00388
                  70,            0.015998,            0.013335,                   0,             0.01465,                 0.5,            0.099661,            0.062094,            0.063722,            0.011317,                   0,             0.00379,             0.00379,             0.00379
                  71,            0.014738,            0.014158,                   0,            0.013124,                 0.6,            0.099614,             0.04848,            0.067272,            0.010929,                   0,              0.0037,              0.0037,              0.0037
                  72,            0.015445,            0.013895,                   0,            0.012925,                 0.5,            0.099922,             0.06179,            0.064169,            0.011247,                   0,             0.00361,             0.00361,             0.00361
                  73,            0.016718,            0.012518,                   0,            0.012402,                 0.5,             0.10249,              0.0575,            0.067414,            0.010896,                   0,             0.00352,             0.00352,             0.00352
                  74,            0.013654,            0.012245,                   0,            0.013335,                 0.7,             0.14821,            0.091373,            0.063951,            0.011261,                   0,             0.00343,             0.00343,             0.00343
                  75,            0.013732,            0.014149,                   0,            0.015501,                 0.6,              0.1502,             0.10001,            0.067064,             0.01092,                   0,             0.00334,             0.00334,             0.00334
                  76,            0.013953,            0.012827,                   0,            0.015225,                 0.6,             0.14897,            0.092375,            0.064353,            0.011238,                   0,             0.00325,             0.00325,             0.00325
                  77,            0.012114,            0.012441,                   0,            0.016402,                 0.5,             0.15009,             0.09134,            0.065468,            0.011107,                   0,             0.00316,             0.00316,             0.00316
                  78,             0.01135,            0.014097,                   0,            0.017132,                 0.5,              0.1127,            0.065102,            0.064031,            0.011278,                   0,             0.00307,             0.00307,             0.00307
                  79,            0.010037,            0.011108,                   0,            0.018026,                 0.5,             0.15005,            0.091556,            0.065884,            0.011078,                   0,             0.00298,             0.00298,             0.00298
                  80,            0.011129,            0.012804,                   0,            0.017492,                 0.5,             0.15959,             0.09782,            0.064565,            0.011223,                   0,             0.00289,             0.00289,             0.00289
                  81,            0.011993,             0.01332,                   0,            0.018666,                 0.4,              0.1504,            0.091595,             0.06576,            0.011094,                   0,              0.0028,              0.0028,              0.0028
                  82,            0.010917,            0.011552,                   0,            0.018456,                 0.5,             0.16043,            0.098332,            0.064708,            0.011206,                   0,             0.00271,             0.00271,             0.00271
                  83,            0.012295,            0.011817,                   0,            0.019773,                 0.4,             0.16037,            0.096603,            0.065595,            0.011112,                   0,             0.00262,             0.00262,             0.00262
                  84,            0.010464,            0.011749,                   0,            0.020482,                 0.4,             0.16041,             0.10273,            0.064641,            0.011238,                   0,             0.00253,             0.00253,             0.00253
