               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.045024,            0.025721,                   0,             0.11525,                 0.3,            0.098787,            0.037672,            0.060321,            0.037132,                   0,            0.035158,           0.0061482,           0.0061482
                  38,            0.060631,            0.019289,                   0,             0.32036,                 0.2,             0.11225,            0.019367,            0.066468,            0.033982,                   0,             0.03298,           0.0062904,           0.0062904
                  39,            0.041682,            0.026432,                   0,             0.11399,                 0.1,             0.14054,            0.057365,            0.061136,            0.032208,                   0,              0.0308,           0.0064315,           0.0064315
                  40,            0.041984,            0.025076,                   0,             0.23547,                 0.2,             0.23067,            0.094211,            0.061429,             0.03089,                   0,            0.028619,           0.0065715,           0.0065715
                  41,            0.044978,            0.025957,                   0,             0.17275,                 0.2,             0.13143,            0.036568,            0.060197,            0.030459,                   0,            0.026437,           0.0067104,           0.0067104
                  42,             0.04508,            0.023459,                   0,             0.20796,                 0.2,             0.16476,            0.042217,            0.062156,            0.029302,                   0,            0.024254,           0.0068482,           0.0068482
                  43,            0.038805,            0.032064,                   0,             0.33475,                 0.2,             0.16955,            0.062866,            0.058012,            0.030428,                   0,             0.02207,           0.0069848,           0.0069848
                  44,              0.0394,            0.025982,                   0,            0.066578,                 0.4,            0.070272,            0.017618,            0.063724,             0.02899,                   0,            0.019885,           0.0071203,           0.0071203
                  45,            0.068563,             0.01755,                   0,             0.21765,                 0.2,             0.21455,             0.11477,             0.05939,            0.028897,                   0,            0.017698,           0.0072546,           0.0072546
                  46,            0.041849,            0.023719,                   0,                   1,             0.18902,             0.24851,            0.082433,            0.057502,            0.028248,                   0,            0.015511,           0.0073879,           0.0073879
                  47,            0.055746,            0.026262,                   0,             0.42657,                 0.2,             0.22399,            0.084971,             0.05262,            0.029608,                   0,            0.013322,             0.00752,             0.00752
                  48,            0.048257,             0.02151,                   0,                   1,             0.18867,             0.23297,            0.063118,            0.056733,            0.028274,                   0,            0.011132,            0.007651,            0.007651
                  49,             0.05075,            0.022781,                   0,                   1,             0.19756,             0.32088,              0.1545,            0.051074,            0.028975,                   0,           0.0089412,           0.0077808,           0.0077808
                  50,            0.043382,            0.025591,                   0,            0.085443,                 0.2,            0.078383,            0.027734,            0.058234,            0.027937,                   0,           0.0078313,           0.0078313,           0.0078313
                  51,            0.051297,            0.022526,                   0,             0.17814,                 0.3,             0.19316,             0.07678,            0.046832,            0.030796,                   0,           0.0078313,           0.0078313,           0.0078313
                  52,            0.040476,            0.028567,                   0,             0.18511,                 0.4,             0.19525,            0.061986,            0.054679,            0.028378,                   0,           0.0078031,           0.0078031,           0.0078031
                  53,            0.042432,            0.025934,                   0,             0.11894,              0.4326,              0.1115,            0.057012,            0.052248,            0.028689,                   0,           0.0077749,           0.0077749,           0.0077749
                  54,            0.037745,            0.020502,                   0,             0.19593,                 0.4,             0.14373,            0.060774,            0.054236,            0.027506,                   0,           0.0077467,           0.0077467,           0.0077467
                  55,            0.051014,            0.028906,                   0,             0.25407,                 0.4,             0.13331,            0.046351,            0.057594,            0.027065,                   0,           0.0077186,           0.0077186,           0.0077186
                  56,            0.041166,            0.019144,                   0,             0.17375,                 0.3,             0.13904,            0.057567,            0.056713,            0.026754,                   0,           0.0076904,           0.0076904,           0.0076904
                  57,            0.042353,            0.031126,                   0,             0.37041,                 0.4,             0.27881,            0.062244,            0.060813,             0.02568,                   0,           0.0076622,           0.0076622,           0.0076622
                  58,            0.036083,            0.016738,                   0,             0.19804,                 0.5,             0.20335,            0.085252,            0.048071,            0.027797,                   0,            0.007634,            0.007634,            0.007634
                  59,            0.043537,            0.017359,                   0,             0.25863,                 0.4,             0.20993,            0.064128,            0.057581,            0.026064,                   0,           0.0076059,           0.0076059,           0.0076059
                  60,            0.041045,            0.016056,                   0,              0.1282,                 0.2,             0.08576,            0.035493,             0.04751,             0.02884,                   0,           0.0075777,           0.0075777,           0.0075777
                  61,            0.043765,            0.020849,                   0,              0.2597,                 0.3,             0.18392,            0.079959,            0.051686,            0.027003,                   0,           0.0075495,           0.0075495,           0.0075495
                  62,            0.041105,            0.018815,                   0,             0.10712,                 0.5,             0.11153,            0.042598,            0.046881,            0.027563,                   0,           0.0075213,           0.0075213,           0.0075213
                  63,            0.040886,            0.013544,                   0,             0.20734,                 0.5,             0.16764,            0.081283,            0.049774,            0.027314,                   0,           0.0074932,           0.0074932,           0.0074932
                  64,            0.040347,            0.016652,                   0,             0.15541,                 0.5,             0.11206,            0.048889,            0.049981,            0.028985,                   0,            0.007465,            0.007465,            0.007465
                  65,            0.044749,            0.017538,                   0,             0.27436,                 0.5,             0.21519,            0.068082,            0.051829,            0.027921,                   0,           0.0074368,           0.0074368,           0.0074368
                  66,            0.033444,            0.016731,                   0,             0.24163,                 0.5,             0.17151,            0.078076,            0.047668,            0.029063,                   0,           0.0074087,           0.0074087,           0.0074087
                  67,            0.040213,            0.012995,                   0,             0.28506,                 0.4,             0.25308,             0.12506,            0.053444,            0.027859,                   0,           0.0073805,           0.0073805,           0.0073805
                  68,            0.037949,            0.012252,                   0,             0.33058,                 0.4,             0.26081,             0.13683,            0.049262,            0.028964,                   0,           0.0073523,           0.0073523,           0.0073523
                  69,            0.049771,            0.016045,                   0,             0.58744,                 0.3,             0.38349,             0.12403,            0.058263,             0.02691,                   0,           0.0073241,           0.0073241,           0.0073241
                  70,             0.03761,            0.012561,                   0,             0.40148,             0.33814,             0.32907,             0.23003,            0.049982,            0.027771,                   0,            0.007296,            0.007296,            0.007296
                  71,            0.036399,             0.01784,                   0,              0.2226,                 0.3,             0.17342,            0.075752,            0.058121,            0.026837,                   0,           0.0072678,           0.0072678,           0.0072678
                  72,            0.038488,            0.012492,                   0,             0.40422,                 0.3,             0.30939,             0.16101,            0.044734,            0.028347,                   0,           0.0072396,           0.0072396,           0.0072396
                  73,            0.038035,            0.021238,                   0,             0.27757,                 0.3,              0.2281,             0.11133,            0.052998,            0.025939,                   0,           0.0072114,           0.0072114,           0.0072114
                  74,            0.037914,            0.013802,                   0,             0.31054,                 0.3,             0.24502,             0.12574,            0.048942,            0.027683,                   0,           0.0071833,           0.0071833,           0.0071833
                  75,            0.039664,            0.014112,                   0,             0.24937,              0.4984,             0.22826,             0.10451,            0.049864,            0.028119,                   0,           0.0071551,           0.0071551,           0.0071551
                  76,              0.0359,            0.013821,                   0,             0.34126,             0.46788,             0.24763,              0.1287,            0.049564,             0.02885,                   0,           0.0071269,           0.0071269,           0.0071269
                  77,            0.032119,            0.012645,                   0,             0.58274,                 0.2,             0.30307,             0.12202,            0.049069,            0.028025,                   0,           0.0070987,           0.0070987,           0.0070987
                  78,            0.036437,            0.010678,                   0,             0.79543,                 0.2,             0.28743,             0.12316,             0.05104,             0.02871,                   0,           0.0070706,           0.0070706,           0.0070706
                  79,            0.030755,           0.0093064,                   0,             0.38769,                 0.2,             0.15377,            0.066381,            0.054248,            0.032789,                   0,           0.0070424,           0.0070424,           0.0070424
                  80,             0.03875,            0.017641,                   0,             0.35548,                 0.2,             0.15565,            0.085591,            0.049202,            0.034169,                   0,           0.0070142,           0.0070142,           0.0070142
                  81,            0.026764,           0.0084883,                   0,             0.37354,                 0.2,             0.19614,            0.067864,            0.053938,            0.031818,                   0,            0.006986,            0.006986,            0.006986
                  82,            0.033211,            0.011374,                   0,              0.4797,                 0.2,             0.24264,             0.12432,             0.05148,            0.030895,                   0,           0.0069579,           0.0069579,           0.0069579
                  83,            0.034843,            0.016734,                   0,              0.3659,                 0.2,             0.21905,             0.06567,            0.055936,            0.030708,                   0,           0.0069297,           0.0069297,           0.0069297
                  84,            0.043389,            0.020662,                   0,             0.35238,                 0.2,             0.25174,             0.11287,            0.059397,            0.030469,                   0,           0.0069015,           0.0069015,           0.0069015
                  85,            0.035286,            0.010895,                   0,             0.42312,                 0.4,             0.34934,             0.18217,            0.057584,              0.0276,                   0,           0.0068733,           0.0068733,           0.0068733
                  86,            0.034628,           0.0086707,                   0,              0.5277,                 0.3,             0.36465,             0.13313,            0.059685,            0.027242,                   0,           0.0068452,           0.0068452,           0.0068452
                  87,            0.035554,            0.013211,                   0,             0.45599,                 0.4,             0.30094,              0.1162,            0.056803,            0.029016,                   0,            0.006817,            0.006817,            0.006817
                  88,             0.03579,            0.012461,                   0,              0.4687,                 0.4,             0.32285,             0.10406,            0.057417,            0.029992,                   0,           0.0067888,           0.0067888,           0.0067888
                  89,             0.03276,            0.015764,                   0,             0.47843,                 0.5,             0.27933,             0.11838,            0.052364,             0.03076,                   0,           0.0067606,           0.0067606,           0.0067606
                  90,            0.041687,            0.013396,                   0,              0.3834,             0.43726,              0.2502,             0.07938,            0.058393,            0.028503,                   0,           0.0067325,           0.0067325,           0.0067325
                  91,            0.032462,            0.010214,                   0,             0.28233,                 0.4,             0.19158,             0.11199,            0.057552,            0.029753,                   0,           0.0067043,           0.0067043,           0.0067043
                  92,            0.029783,           0.0087011,                   0,             0.37393,                 0.4,             0.25099,              0.1012,             0.06175,             0.02883,                   0,           0.0066761,           0.0066761,           0.0066761
                  93,            0.032873,            0.012016,                   0,             0.24759,                 0.4,             0.19711,            0.090284,            0.063143,            0.027465,                   0,           0.0066479,           0.0066479,           0.0066479
                  94,            0.032402,            0.010676,                   0,             0.40002,                 0.4,             0.27638,            0.083958,            0.063703,            0.025929,                   0,           0.0066198,           0.0066198,           0.0066198
                  95,            0.036636,            0.018892,                   0,             0.24092,                 0.4,             0.22248,             0.10822,             0.06368,            0.024678,                   0,           0.0065916,           0.0065916,           0.0065916
                  96,            0.036158,            0.011859,                   0,             0.27101,                 0.3,             0.16193,            0.058019,            0.064729,            0.026313,                   0,           0.0065634,           0.0065634,           0.0065634
                  97,            0.037371,            0.013253,                   0,             0.34849,             0.32273,               0.272,             0.12204,            0.061675,            0.026666,                   0,           0.0065352,           0.0065352,           0.0065352
                  98,            0.033309,            0.014536,                   0,             0.24261,                 0.3,             0.15549,            0.062841,            0.060547,             0.02856,                   0,           0.0065071,           0.0065071,           0.0065071
                  99,            0.037399,            0.010533,                   0,             0.35819,                 0.3,             0.23016,             0.10036,            0.058377,            0.029898,                   0,           0.0064789,           0.0064789,           0.0064789
                 100,            0.033133,           0.0091444,                   0,             0.42566,             0.29695,             0.24107,            0.061753,            0.055966,            0.031066,                   0,           0.0064507,           0.0064507,           0.0064507
                 101,            0.029539,            0.010997,                   0,             0.33262,                 0.3,             0.17006,            0.077661,            0.056404,            0.031964,                   0,           0.0064225,           0.0064225,           0.0064225
                 102,            0.028878,            0.013497,                   0,             0.24674,                 0.2,              0.1367,            0.065874,            0.053892,             0.03077,                   0,           0.0063944,           0.0063944,           0.0063944
                 103,            0.031259,            0.012866,                   0,             0.22698,                 0.2,             0.13168,            0.055363,            0.054052,            0.032773,                   0,           0.0063662,           0.0063662,           0.0063662
                 104,            0.028966,           0.0080405,                   0,             0.20298,                 0.2,             0.12911,            0.064317,            0.054929,            0.034672,                   0,            0.006338,            0.006338,            0.006338
                 105,            0.035951,             0.01051,                   0,             0.20302,                 0.2,             0.14456,            0.054921,            0.054403,            0.037142,                   0,           0.0063098,           0.0063098,           0.0063098
                 106,             0.02591,            0.008073,                   0,             0.22596,                 0.3,             0.13827,            0.065359,            0.057576,            0.035144,                   0,           0.0062817,           0.0062817,           0.0062817
                 107,            0.033409,              0.0155,                   0,             0.34792,             0.21531,             0.19008,            0.082549,            0.055684,            0.034351,                   0,           0.0062535,           0.0062535,           0.0062535
                 108,            0.029006,            0.012323,                   0,             0.53305,                 0.2,             0.22619,             0.10813,            0.055574,             0.03324,                   0,           0.0062253,           0.0062253,           0.0062253
                 109,            0.027409,           0.0080883,                   0,             0.16519,                 0.2,             0.14768,             0.06088,            0.054047,            0.034392,                   0,           0.0061971,           0.0061971,           0.0061971
                 110,            0.028392,           0.0095389,                   0,             0.26419,                 0.2,             0.19134,            0.067817,            0.055409,            0.030542,                   0,            0.006169,            0.006169,            0.006169
                 111,             0.03103,            0.010452,                   0,             0.19819,             0.49458,             0.12992,            0.051472,            0.053773,            0.031933,                   0,           0.0061408,           0.0061408,           0.0061408
                 112,             0.03464,           0.0084921,                   0,             0.24557,                 0.4,             0.18145,            0.068479,            0.055739,            0.031455,                   0,           0.0061126,           0.0061126,           0.0061126
                 113,             0.02591,            0.010706,                   0,             0.13097,                 0.3,             0.12327,            0.051466,            0.055325,              0.0327,                   0,           0.0060844,           0.0060844,           0.0060844
                 114,             0.02671,            0.010194,                   0,             0.20952,                 0.4,             0.17616,            0.065754,            0.056006,            0.032316,                   0,           0.0060563,           0.0060563,           0.0060563
                 115,            0.027759,           0.0086608,                   0,             0.28411,                 0.3,             0.17117,            0.082152,            0.057643,            0.032913,                   0,           0.0060281,           0.0060281,           0.0060281
