               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.056203,            0.020142,                   0,          0.00066667,                 0.2,          0.00053103,          5.3103e-05,             0.12117,            0.019806,                   0,             0.11497,            9.24e-05,            9.24e-05
                   1,             0.11568,            0.024965,                   0,          0.00033333,                 0.1,           0.0002069,           2.069e-05,             0.11944,            0.019899,                   0,             0.11283,          0.00027466,          0.00027466
                   2,             0.11032,            0.025069,                   0,          0.00066667,                 0.2,           0.0012754,          0.00012754,             0.11691,            0.020099,                   0,             0.11069,          0.00045355,          0.00045355
                   3,             0.11037,            0.027348,                   0,          0.00033333,                 0.1,          0.00087686,          0.00017537,             0.11448,            0.020185,                   0,             0.10855,          0.00062905,          0.00062905
                   4,             0.10182,            0.029664,                   0,          0.00066667,                 0.2,           0.0023428,          0.00027394,             0.11155,            0.020431,                   0,              0.1064,          0.00080117,          0.00080117
                   5,            0.096734,            0.035444,                   0,          0.00066667,                 0.2,           0.0024819,          0.00051633,             0.11014,            0.020247,                   0,             0.10425,          0.00096991,          0.00096991
                   6,              0.1016,            0.025504,                   0,          0.00066667,                 0.2,            0.017997,            0.002941,             0.10829,            0.020252,                   0,             0.10209,           0.0011353,           0.0011353
                   7,            0.090993,            0.032101,                   0,           0.0013333,                 0.4,           0.0078495,           0.0018274,             0.10741,            0.020107,                   0,            0.099931,           0.0012972,           0.0012972
                   8,            0.094742,            0.023994,                   0,               0.001,                 0.3,           0.0012424,           0.0004095,             0.10673,            0.019944,                   0,            0.097769,           0.0014558,           0.0014558
                   9,            0.083551,             0.02636,                   0,           0.0013333,                 0.4,           0.0036871,          0.00059784,             0.10458,            0.020299,                   0,            0.095603,           0.0016111,           0.0016111
                  10,            0.090557,            0.025534,                   0,           0.0013333,                 0.4,           0.0031546,           0.0005416,             0.10017,            0.021477,                   0,            0.093434,           0.0017629,           0.0017629
                  11,            0.081284,            0.028622,                   0,               0.002,                 0.6,            0.011806,           0.0035252,            0.094858,            0.022982,                   0,            0.091262,           0.0019114,           0.0019114
                  12,             0.07113,            0.031707,                   0,           0.0023333,                 0.7,            0.017477,           0.0066256,            0.090858,            0.024082,                   0,            0.089086,           0.0020564,           0.0020564
                  13,             0.07378,             0.03502,                   0,               0.002,                 0.6,            0.028842,            0.013596,            0.089346,            0.024564,                   0,            0.086907,           0.0021981,           0.0021981
                  14,            0.075296,            0.028059,                   0,               0.002,                 0.6,             0.10598,            0.053541,            0.091437,            0.023874,                   0,            0.084725,           0.0023364,           0.0023364
                  15,            0.038765,            0.017112,                   0,           0.0016667,                 0.5,             0.10539,            0.043212,            0.087905,            0.025062,                   0,            0.082539,           0.0024714,           0.0024714
                  16,            0.069229,            0.033586,                   0,            0.001959,                 0.4,             0.10159,            0.050449,            0.084801,            0.026121,                   0,             0.08035,           0.0026029,           0.0026029
                  17,            0.070838,            0.029472,                   0,           0.0037791,                 0.4,            0.027632,           0.0046163,            0.088484,            0.024429,                   0,            0.078157,           0.0027311,           0.0027311
                  18,            0.075757,            0.027234,                   0,           0.0023333,                 0.7,           0.0064655,           0.0020203,            0.083377,            0.026271,                   0,            0.075961,           0.0028559,           0.0028559
                  19,             0.06033,            0.030442,                   0,           0.0043352,                 0.4,            0.018731,           0.0054007,             0.07869,            0.028103,                   0,            0.073762,           0.0029773,           0.0029773
                  20,            0.063141,             0.04119,                   0,           0.0030268,                 0.6,           0.0082034,           0.0025043,            0.079359,            0.027989,                   0,            0.071559,           0.0030953,           0.0030953
                  21,            0.052651,            0.037461,                   0,            0.022706,                 0.2,            0.048543,            0.013425,            0.069845,            0.031491,                   0,            0.069353,           0.0032099,           0.0032099
                  22,            0.057363,            0.037699,                   0,            0.005394,                 0.8,            0.011316,           0.0042333,            0.075738,            0.031061,                   0,            0.067143,           0.0033212,           0.0033212
                  23,            0.054572,            0.040809,                   0,           0.0057258,                 0.8,            0.010686,           0.0029928,            0.078315,            0.031035,                   0,             0.06493,           0.0034291,           0.0034291
                  24,            0.071266,            0.025267,                   0,            0.012824,                 0.7,            0.019452,             0.00671,            0.065635,            0.037158,                   0,            0.062714,           0.0035336,           0.0035336
